videoId,author,publishedAt,likeCount,search_keyword,video_title,teks_bersih,hashtags,text,teks_bersih_lower,"1 = Pos, 2 = Net, 3 = Neg"
a2W7iHvIluk,@darwisdarwi,2023-03-17T00:16:10Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,bener masa allah,#review #shorts #shortvideo #MSRKYchannel,bener masa allah,bener masa allah,2
a2W7iHvIluk,@tedinurmulya8615,2023-03-14T22:06:19Z,2,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Toyota Alphard juga pke logo LCGC wkwkwkwk...,#review #shorts #shortvideo #MSRKYchannel,Toyota Alphard juga pke logo LCGC wkwkwkwk...,toyota alphard juga pke logo lcgc wkwkwkwk...,2
a2W7iHvIluk,@erysukarsa9858,2023-03-11T11:15:27Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Tetap mahal,#review #shorts #shortvideo #MSRKYchannel,Tetap mahal,tetap mahal,3
a2W7iHvIluk,@SatyaChanel31,2023-03-07T09:43:24Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Saya Satya yang memiliki mobil Satya,#review #shorts #shortvideo #MSRKYchannel,Saya Satya yang memiliki mobil Satya 🤣,saya satya yang memiliki mobil satya,1
a2W7iHvIluk,@sumaadi9985,2023-02-25T20:17:59Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Klo ESEMKA,#review #shorts #shortvideo #MSRKYchannel,Klo ESEMKA,klo esemka,2
a2W7iHvIluk,@rudysetiady8759,2023-02-11T03:20:03Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,iya bodynya tipiss bgd.. gmpang penyonkk kaki2 ringkihh,#review #shorts #shortvideo #MSRKYchannel,iya bodynya tipiss bgd.. gmpang penyonkk kaki2 ringkihh,iya bodynya tipiss bgd.. gmpang penyonkk kaki2 ringkihh,3
a2W7iHvIluk,@yatnaliesma2812,2023-02-08T10:18:28Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Satya ma RS beda lo ya...
Brio ada lcgc nya ada yg bukan lcgc khusus RS sdh bkn kelas lcgc",#review #shorts #shortvideo #MSRKYchannel,"Satya ma RS beda lo ya...
Brio ada lcgc nya ada yg bukan lcgc khusus RS sdh bkn kelas lcgc","satya ma rs beda lo ya...
brio ada lcgc nya ada yg bukan lcgc khusus rs sdh bkn kelas lcgc",1
a2W7iHvIluk,@ifalfals,2023-02-06T05:14:36Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Brio satya logonya kaya Mayora,#review #shorts #shortvideo #MSRKYchannel,Brio satya logonya kaya Mayora,brio satya logonya kaya mayora,1
a2W7iHvIluk,@Madpett,2023-02-04T14:53:28Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Toyota Agya...
yang kalo ditumpangi bisa bikin mual.",#review #shorts #shortvideo #MSRKYchannel,"Toyota Agya...
yang kalo ditumpangi bisa bikin mual.","toyota agya...
yang kalo ditumpangi bisa bikin mual.",3
a2W7iHvIluk,@raya1981,2023-02-03T14:44:14Z,1,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Alpard gimana bang?,#review #shorts #shortvideo #MSRKYchannel,Alpard gimana bang?,alpard gimana bang?,2
a2W7iHvIluk,@ngalorngidul3961,2023-02-02T22:42:48Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Oh gitu, pantesan.",#review #shorts #shortvideo #MSRKYchannel,"Oh gitu, pantesan.","oh gitu, pantesan.",2
a2W7iHvIluk,@ariefyuli3303,2023-02-02T19:36:37Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Emang ga seenak sedan, tapi buat harian enak pake lcgc. Ngirit bensin & perawatan, jadi bisa lebih nyisihin duit.",#review #shorts #shortvideo #MSRKYchannel,"Emang ga seenak sedan, tapi buat harian enak pake lcgc. Ngirit bensin & perawatan, jadi bisa lebih nyisihin duit.","emang ga seenak sedan, tapi buat harian enak pake lcgc. ngirit bensin & perawatan, jadi bisa lebih nyisihin duit.",1
a2W7iHvIluk,@MITTTV,2023-02-02T17:50:23Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Lexus gimana bang,#review #shorts #shortvideo #MSRKYchannel,Lexus gimana bang,lexus gimana bang,3
a2W7iHvIluk,@ardinugroho9704,2023-02-02T10:39:07Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Logo ayam geprek,#review #shorts #shortvideo #MSRKYchannel,Logo ayam geprek 🤣,logo ayam geprek,2
a2W7iHvIluk,@AndrianHendrawan,2023-02-01T08:59:44Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,padahal rs sama aja lcgc dikasi logo rs,#review #shorts #shortvideo #MSRKYchannel,padahal rs sama aja lcgc dikasi logo rs,padahal rs sama aja lcgc dikasi logo rs,2
a2W7iHvIluk,@hadiyatullahdiyah103,2023-01-31T11:46:38Z,2,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,semoga impian saya bisa punya Brio satya jadi nyata,#review #shorts #shortvideo #MSRKYchannel,semoga impian saya bisa punya Brio satya jadi nyata 🙏🙏🙏,semoga impian saya bisa punya brio satya jadi nyata,1
a2W7iHvIluk,@akbarshayna6421,2023-01-31T05:12:37Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,suaranye make google kga kreatif canel kaleng2,#review #shorts #shortvideo #MSRKYchannel,suaranye make google kga kreatif canel kaleng²,suaranye make google kga kreatif canel kaleng2,2
a2W7iHvIluk,@paman_pekos8975,2023-01-30T20:22:47Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Lahhh... org beda cm diasesoris doang.... ga lebeehh...,#review #shorts #shortvideo #MSRKYchannel,Lahhh... org beda cm diasesoris doang.... ga lebeehh... 😂😂😂😂,lahhh... org beda cm diasesoris doang.... ga lebeehh...,2
a2W7iHvIluk,@pemburupzuri,2023-01-30T19:57:30Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,pantezan beda sama sama toyota kok lambangnya beda knp,#review #shorts #shortvideo #MSRKYchannel,pantezan beda sama sama toyota kok lambangnya beda knp,pantezan beda sama sama toyota kok lambangnya beda knp,3
a2W7iHvIluk,@suqses_qu,2023-01-30T13:43:17Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Esemka dengan lambang banteng, kelihatan gagah dan kuat",#review #shorts #shortvideo #MSRKYchannel,"Esemka dengan lambang banteng, kelihatan gagah dan kuat","esemka dengan lambang banteng, kelihatan gagah dan kuat",3
a2W7iHvIluk,@haidar_amd,2023-01-30T11:52:57Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,beli brio satya modif body jadi brio rs,#review #shorts #shortvideo #MSRKYchannel,beli brio satya modif body jadi brio rs 😏,beli brio satya modif body jadi brio rs,1
a2W7iHvIluk,@syifajarchanel5,2023-01-30T10:02:48Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"gk punya mobil tp penasaran dengan logo tersebut , terjawab sudah penasaran ya ,,",#review #shorts #shortvideo #MSRKYchannel,"gk punya mobil tp penasaran dengan logo tersebut , terjawab sudah penasaran ya ,,😂😂😂","gk punya mobil tp penasaran dengan logo tersebut , terjawab sudah penasaran ya ,,",2
a2W7iHvIluk,@babyzee404,2023-01-30T02:12:43Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Yng pake lambang garuda artinya cepat?
Yakin?",#review #shorts #shortvideo #MSRKYchannel,"Yng pake lambang garuda artinya cepat?🗿
Yakin?🗿","yng pake lambang garuda artinya cepat?
yakin?",2
a2W7iHvIluk,@dedikpurwanto9842,2023-01-29T12:45:25Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Mobil LCGC itu pada lolos uji tabrak ga sih?
Euro Ncap atau Asian Ncap.",#review #shorts #shortvideo #MSRKYchannel,"Mobil LCGC itu pada lolos uji tabrak ga sih?
Euro Ncap atau Asian Ncap.","mobil lcgc itu pada lolos uji tabrak ga sih?
euro ncap atau asian ncap.",3
a2W7iHvIluk,@kefasjonathan4603,2023-01-28T09:17:00Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Habis itu alphard gmn bang? , Lgcg nya Toyota? Lambangnya beda soalnya wkwk",#review #shorts #shortvideo #MSRKYchannel,"Habis itu alphard gmn bang? , Lgcg nya Toyota? Lambangnya beda soalnya wkwk","habis itu alphard gmn bang? , lgcg nya toyota? lambangnya beda soalnya wkwk",3
a2W7iHvIluk,@damarafba7984,2023-01-28T07:34:18Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Tapi ada cayla emblem lexus kok.,#review #shorts #shortvideo #MSRKYchannel,Tapi ada cayla emblem lexus kok.,tapi ada cayla emblem lexus kok.,1
a2W7iHvIluk,@y4nr1s4,2023-01-28T06:27:25Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Mobil dp 10jt an,#review #shorts #shortvideo #MSRKYchannel,Mobil dp 10jt an,mobil dp 10jt an,2
a2W7iHvIluk,@dcdiwizayaofficial5314,2023-01-28T00:31:06Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,BPJS kali,#review #shorts #shortvideo #MSRKYchannel,BPJS kali 🤣,bpjs kali,2
a2W7iHvIluk,@fiannugroho5903,2023-01-27T07:53:37Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Baru tahu,#review #shorts #shortvideo #MSRKYchannel,Baru tahu,baru tahu,2
a2W7iHvIluk,@MrSync-mo7ob,2023-01-27T05:11:37Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,lcgc kok 200jt.,#review #shorts #shortvideo #MSRKYchannel,lcgc kok 200jt.,lcgc kok 200jt.,3
a2W7iHvIluk,@priapria1623,2023-01-27T04:11:09Z,3,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,kebanyakan usernya pake knalpot racing biar seperti mobik balap,#review #shorts #shortvideo #MSRKYchannel,kebanyakan usernya pake knalpot racing biar seperti mobik balap 😁,kebanyakan usernya pake knalpot racing biar seperti mobik balap,2
a2W7iHvIluk,@ashraf4897,2023-01-27T01:32:14Z,1,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,kalau nyium bau melati di malam hari padahal gak ada bunganya itu agak lain,#review #shorts #shortvideo #MSRKYchannel,kalau nyium bau melati di malam hari padahal gak ada bunganya itu agak lain🗿,kalau nyium bau melati di malam hari padahal gak ada bunganya itu agak lain,2
a2W7iHvIluk,@harribudi21,2023-01-27T00:36:16Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,datsun go kok logonya tetap sama kyk aslinya ya?,#review #shorts #shortvideo #MSRKYchannel,datsun go kok logonya tetap sama kyk aslinya ya?,datsun go kok logonya tetap sama kyk aslinya ya?,1
a2W7iHvIluk,@RandomVideos-zw4nq,2023-01-27T00:30:34Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Apalah daya sy yg punya alphart tapi logonya gak sm dgn toyota.,#review #shorts #shortvideo #MSRKYchannel,Apalah daya sy yg punya alphart tapi logonya gak sm dgn toyota.,apalah daya sy yg punya alphart tapi logonya gak sm dgn toyota.,3
a2W7iHvIluk,@ferhesa4672,2023-01-26T23:28:54Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Baru tau,#review #shorts #shortvideo #MSRKYchannel,Baru tau 😂,baru tau,2
a2W7iHvIluk,@Alfawolf1981,2023-01-26T15:24:35Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Kenapa sich harus disubsidi, mereka orang mampu kok!! Yang sangat oerlu disubsidi itu yang tak mampu beli motor apalagi mobil!!",#review #shorts #shortvideo #MSRKYchannel,"Kenapa sich harus disubsidi, mereka orang mampu kok!! Yang sangat oerlu disubsidi itu yang tak mampu beli motor apalagi mobil!!","kenapa sich harus disubsidi, mereka orang mampu kok!! yang sangat oerlu disubsidi itu yang tak mampu beli motor apalagi mobil!!",2
a2W7iHvIluk,@alghifari4423,2023-01-26T15:13:20Z,121,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Mobil LCGC(Low Cost Green Car) harus berbentuk city car,mempunyai cc 1.000cc-1.200cc dn harganya tdk sampai 200jt.Mobil yg termasuk LCGC adalah Astra Toyota Agya,Astra Daihatsu Ayla,Astra Toyota Calya,Astra Daihatsu Sigra,Datsun Go,Datsun Go+,Suzuki Karimun Wagon R,dan Honda Brio Satya,Klo Brio RS itu sdh bkn LCGC karna harganya sdh d ats 200jt an.Klopun ada mobil yg logo dpn nya tdk pakai emblem merknya seperti Toyota Harrier,Toyota Alphard,Toyota Mark X, dll itu bkn LCGC karna cc nya bkn 1.000-1.200cc,harga nya d atas 200jt an serta bentuk nya bkn city car",#review #shorts #shortvideo #MSRKYchannel,"Mobil LCGC(Low Cost Green Car) harus berbentuk city car,mempunyai cc 1.000cc-1.200cc dn harganya tdk sampai 200jt.Mobil yg termasuk LCGC adalah Astra Toyota Agya,Astra Daihatsu Ayla,Astra Toyota Calya,Astra Daihatsu Sigra,Datsun Go,Datsun Go+,Suzuki Karimun Wagon R,dan Honda Brio Satya,Klo Brio RS itu sdh bkn LCGC karna harganya sdh d ats 200jt an.Klopun ada mobil yg logo dpn nya tdk pakai emblem merknya seperti Toyota Harrier,Toyota Alphard,Toyota Mark X, dll itu bkn LCGC karna cc nya bkn 1.000-1.200cc,harga nya d atas 200jt an serta bentuk nya bkn city car","mobil lcgc(low cost green car) harus berbentuk city car,mempunyai cc 1.000cc-1.200cc dn harganya tdk sampai 200jt.mobil yg termasuk lcgc adalah astra toyota agya,astra daihatsu ayla,astra toyota calya,astra daihatsu sigra,datsun go,datsun go+,suzuki karimun wagon r,dan honda brio satya,klo brio rs itu sdh bkn lcgc karna harganya sdh d ats 200jt an.klopun ada mobil yg logo dpn nya tdk pakai emblem merknya seperti toyota harrier,toyota alphard,toyota mark x, dll itu bkn lcgc karna cc nya bkn 1.000-1.200cc,harga nya d atas 200jt an serta bentuk nya bkn city car",1
a2W7iHvIluk,@agusdadangnugraha7878,2023-01-26T13:55:32Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Datsun cross donk....buukaann,#review #shorts #shortvideo #MSRKYchannel,Datsun cross donk....buukaann,datsun cross donk....buukaann,1
a2W7iHvIluk,@fauzanramadhan9046,2023-01-26T11:41:53Z,21,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Datsun Go *Panca*
Toyota *Agya*
Daihatsu *Ayla*
Suzuki *Karimun* Wagon R
Honda Brio *Satya*

Tambahan mobil LCGC biasanya juga ada emblem nama lengkap perusahaan di bagian belakanganya, contohnya
Astra Toyota/Daihatsu
Suzuki Indomobil
Honda Prospect Motor
Datsun (gatau kenapa cuma ini yang pake brand sendiri padahal Datsun itu merek punya Nissan)",#review #shorts #shortvideo #MSRKYchannel,"Datsun Go *Panca*
Toyota *Agya*
Daihatsu *Ayla*
Suzuki *Karimun* Wagon R
Honda Brio *Satya*

Tambahan mobil LCGC biasanya juga ada emblem nama lengkap perusahaan di bagian belakanganya, contohnya
Astra Toyota/Daihatsu
Suzuki Indomobil
Honda Prospect Motor
Datsun (gatau kenapa cuma ini yang pake brand sendiri padahal Datsun itu merek punya Nissan)","datsun go *panca*
toyota *agya*
daihatsu *ayla*
suzuki *karimun* wagon r
honda brio *satya*

tambahan mobil lcgc biasanya juga ada emblem nama lengkap perusahaan di bagian belakanganya, contohnya
astra toyota/daihatsu
suzuki indomobil
honda prospect motor
datsun (gatau kenapa cuma ini yang pake brand sendiri padahal datsun itu merek punya nissan)",1
a2W7iHvIluk,@iksanisme,2023-01-26T11:10:49Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Oo logo itu maksudnya LCGC ya, baru tau, maklum belum punya mobil xixixi, kirain emang logo dari hondanya khusus brio lambangnya beda.",#review #shorts #shortvideo #MSRKYchannel,"Oo logo itu maksudnya LCGC ya, baru tau, maklum belum punya mobil xixixi, kirain emang logo dari hondanya khusus brio lambangnya beda.","oo logo itu maksudnya lcgc ya, baru tau, maklum belum punya mobil xixixi, kirain emang logo dari hondanya khusus brio lambangnya beda.",1
a2W7iHvIluk,@perdanaadi8397,2023-01-26T09:30:35Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,subsidi dr mana..?,#review #shorts #shortvideo #MSRKYchannel,subsidi dr mana..?,subsidi dr mana..?,2
a2W7iHvIluk,@Fazz22Remain,2023-01-26T08:08:09Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Oh gtu,#review #shorts #shortvideo #MSRKYchannel,Oh gtu,oh gtu,2
a2W7iHvIluk,@renaldyprastian6861,2023-01-26T06:24:33Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,sekarang gw tau alasan kenapa brio bradak bradak dibully,#review #shorts #shortvideo #MSRKYchannel,sekarang gw tau alasan kenapa brio bradak bradak dibully 🙈,sekarang gw tau alasan kenapa brio bradak bradak dibully,2
a2W7iHvIluk,@RTAmyyoutubechanel,2023-01-26T04:35:03Z,1,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"ayla, sigra, calya bukan lcgc ga dibahas soalnya ",#review #shorts #shortvideo #MSRKYchannel,"ayla, sigra, calya bukan lcgc ga dibahas soalnya 🤣","ayla, sigra, calya bukan lcgc ga dibahas soalnya ",2
a2W7iHvIluk,@Richard-uk2we,2023-01-26T03:00:14Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Cuma 2 merk aja nihh? Mungkin merk yg lain ga tau artinya,#review #shorts #shortvideo #MSRKYchannel,Cuma 2 merk aja nihh? Mungkin merk yg lain ga tau artinya,cuma 2 merk aja nihh? mungkin merk yg lain ga tau artinya,2
a2W7iHvIluk,@sonwukong2863,2023-01-26T02:30:58Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,3. Esemka,#review #shorts #shortvideo #MSRKYchannel,3. Esemka,3. esemka,2
a2W7iHvIluk,@iceorangutan,2023-01-26T01:32:48Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Jadi klo Brio RS ga lcgc?,#review #shorts #shortvideo #MSRKYchannel,Jadi klo Brio RS ga lcgc?,jadi klo brio rs ga lcgc?,1
a2W7iHvIluk,@elrumi6341,2023-01-26T01:05:37Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Gw kira brio satya keluaran india.,#review #shorts #shortvideo #MSRKYchannel,Gw kira brio satya keluaran india.,gw kira brio satya keluaran india.,1
a2W7iHvIluk,@omhobby9481,2023-01-25T23:56:10Z,1,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Dulu gembar gembor harga ny di 70an, nyata nya",#review #shorts #shortvideo #MSRKYchannel,"Dulu gembar gembor harga ny di 70an, nyata nya🤣","dulu gembar gembor harga ny di 70an, nyata nya",3
a2W7iHvIluk,@AryoDimas,2023-01-25T23:50:35Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Ohh gitu, udah lama nyadar, tapi gk tau arti nya, kirain emang beda merek",#review #shorts #shortvideo #MSRKYchannel,"Ohh gitu, udah lama nyadar, tapi gk tau arti nya, kirain emang beda merek","ohh gitu, udah lama nyadar, tapi gk tau arti nya, kirain emang beda merek",2
a2W7iHvIluk,@ipsksantuy5532,2023-01-25T23:27:41Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,LCGC apaan ya,#review #shorts #shortvideo #MSRKYchannel,LCGC apaan ya,lcgc apaan ya,2
a2W7iHvIluk,@ristahernandivirgianto9574,2023-01-25T19:10:00Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Kirain itu logo Ayam Geprek,#review #shorts #shortvideo #MSRKYchannel,Kirain itu logo Ayam Geprek,kirain itu logo ayam geprek,2
a2W7iHvIluk,@dhienpro,2023-01-25T17:11:19Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Subsidi kaya gas,#review #shorts #shortvideo #MSRKYchannel,Subsidi kaya gas,subsidi kaya gas,2
a2W7iHvIluk,@kayuaroflasher,2023-01-25T15:54:30Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Kalo Logo LGBT gimana bang wkwkwkwk,#review #shorts #shortvideo #MSRKYchannel,Kalo Logo LGBT gimana bang wkwkwkwk 😆😆,kalo logo lgbt gimana bang wkwkwkwk,2
a2W7iHvIluk,@eleno1re,2023-01-25T15:14:26Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Sok tau ah,#review #shorts #shortvideo #MSRKYchannel,Sok tau ah,sok tau ah,2
a2W7iHvIluk,@THEMANOFQUALITY,2023-01-25T13:57:37Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"owala sangking pingine due mobil nasional rek
nganti koyo ngono",#review #shorts #shortvideo #MSRKYchannel,"owala sangking pingine due mobil nasional rek
nganti koyo ngono","owala sangking pingine due mobil nasional rek
nganti koyo ngono",2
a2W7iHvIluk,@EvanAsima,2023-01-25T13:43:30Z,1,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Ouh ada sebutannya toh,#review #shorts #shortvideo #MSRKYchannel,Ouh ada sebutannya toh,ouh ada sebutannya toh,2
a2W7iHvIluk,@imantriperdana15,2023-01-25T13:42:57Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"LCGC apaan, harganya aja setara mobil non LCGC...malah gak sebanding, apalagi pajak",#review #shorts #shortvideo #MSRKYchannel,"LCGC apaan, harganya aja setara mobil non LCGC...malah gak sebanding, apalagi pajak","lcgc apaan, harganya aja setara mobil non lcgc...malah gak sebanding, apalagi pajak",3
a2W7iHvIluk,@29_xtm1_nabildwigusnaputra7,2023-01-25T12:53:49Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,lah mobil Alphard logonya enggak toyota,#review #shorts #shortvideo #MSRKYchannel,lah mobil Alphard logonya enggak toyota,lah mobil alphard logonya enggak toyota,2
a2W7iHvIluk,@indonesianCountryGovermant,2023-01-25T12:40:54Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,tolol sih yang beli LCGC. tambah duit dikit dapat suv,#review #shorts #shortvideo #MSRKYchannel,tolol sih yang beli LCGC. tambah duit dikit dapat suv,tolol sih yang beli lcgc. tambah duit dikit dapat suv,3
a2W7iHvIluk,@fadlankhatamiahmad1821,2023-01-25T12:36:07Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Suzuki S-presso
Piye? Nama Indo?",#review #shorts #shortvideo #MSRKYchannel,"Suzuki S-presso
Piye? Nama Indo?","suzuki s-presso
piye? nama indo?",2
a2W7iHvIluk,@faridbugis706,2023-01-25T12:18:15Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Makasi baru tau ku,#review #shorts #shortvideo #MSRKYchannel,Makasi baru tau ku,makasi baru tau ku,2
a2W7iHvIluk,@deddyyudha82,2023-01-25T12:03:27Z,22,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Mobil LCGC yg harganya sekarang sudah ga LCGC lagi....,#review #shorts #shortvideo #MSRKYchannel,Mobil LCGC yg harganya sekarang sudah ga LCGC lagi....,mobil lcgc yg harganya sekarang sudah ga lcgc lagi....,3
a2W7iHvIluk,@fauzyfaturrohman6695,2023-01-25T11:21:37Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Sigra gimana? Depanya lambangnya S,#review #shorts #shortvideo #MSRKYchannel,Sigra gimana? Depanya lambangnya S,sigra gimana? depanya lambangnya s,2
a2W7iHvIluk,@bamel1274,2023-01-25T10:03:09Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Percuma kandungan 60% harga aslinya di negara asal lebih murah daripada nyampai di indo pajak harga nya hampir 50%,#review #shorts #shortvideo #MSRKYchannel,Percuma kandungan 60% harga aslinya di negara asal lebih murah daripada nyampai di indo pajak harga nya hampir 50%,percuma kandungan 60% harga aslinya di negara asal lebih murah daripada nyampai di indo pajak harga nya hampir 50%,2
a2W7iHvIluk,@nauraaaff9571,2023-01-25T09:34:56Z,3,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"Mantap, baru tau artinya",#review #shorts #shortvideo #MSRKYchannel,"Mantap, baru tau artinya","mantap, baru tau artinya",2
a2W7iHvIluk,@irvanprimantara4802,2023-01-25T09:06:27Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Denger tuh,#review #shorts #shortvideo #MSRKYchannel,Denger tuh,denger tuh,2
a2W7iHvIluk,@gusazril5393,2023-01-25T08:28:34Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,"toyota harrier masuk gak min, logonya kayak ayam kutengok2 ",#review #shorts #shortvideo #MSRKYchannel,"toyota harrier masuk gak min, logonya kayak ayam kutengok² 🤦","toyota harrier masuk gak min, logonya kayak ayam kutengok2 ",2
a2W7iHvIluk,@eyansg426,2023-01-25T08:20:28Z,0,LCGC,perbedaan mobil LCGC dengan Non LCGC #review #shorts #shortvideo #MSRKYchannel,Jangan lupa ayla bg,#review #shorts #shortvideo #MSRKYchannel,Jangan lupa ayla bg,jangan lupa ayla bg,1
